"","classes","goals","related"
"2924","LAW-515","8,9,10,16,17","Inclusive"
"2925","LAW-516","8,9,10,16,17","Inclusive"
"2926","LAW-520","7,9","Inclusive"
"2927","LAW-521","16","Inclusive"
"2928","LAW-522","9","Inclusive"
"2929","LAW-527","9","Inclusive"
"2930","LAW-528","12,16","Inclusive"
"2931","LAW-530","8,9","Inclusive"
"2932","LAW-531","10,11,12,15,16","Inclusive"
"2933","LAW-532","10,16","Inclusive"
"2934","LAW-550","8,9","Inclusive"
"2935","LAW-551","","NotRelated"
"2936","LAW-559","1,4,8,9,10,12","Inclusive"
"2937","LAW-560","9","Inclusive"
"2938","LAW-561A","9,17","Inclusive"
"2939","LAW-561B","9,17","Inclusive"
"2940","LAW-563","9,11,16","Inclusive"
"2941","LAW-564","9,10,16","Inclusive"
"2942","LAW-565","","NotRelated"
"2943","LAW-566","9","Inclusive"
"2944","LAW-571","1,8,9,11","Inclusive"
"2945","LAW-572","4,9","Inclusive"
"2946","LAW-574","1,9","Inclusive"
"2947","LAW-579","8,9,13,16","Inclusive"
"2948","LAW-598","","NotRelated"
"2949","LAW-600","1,4,6,9,11,12","Inclusive"
"2950","LAW-601","9,17","Inclusive"
"2951","LAW-602","16","Inclusive"
"2952","LAW-603","1,4,7,8,9","Inclusive"
"2953","LAW-604","8","Inclusive"
"2954","LAW-605","1,2,8,9,10,11,15","Focused"
"2955","LAW-606","1,2,6,7,8,9,11,12,13,14,15","Focused"
"2956","LAW-607","8","Inclusive"
"2957","LAW-608","1,15","Focused"
"2958","LAW-612","10","Inclusive"
"2959","LAW-613","1,4,8,11,12,16,17","Inclusive"
"2960","LAW-614","8,9,10,17","Inclusive"
"2961","LAW-615","","NotRelated"
"2962","LAW-622","5,8,9,10,16,17","Inclusive"
"2963","LAW-623","1,5,7,10","Inclusive"
"2964","LAW-625","8,9","Inclusive"
"2965","LAW-627","4,6,8,9,11,12","Inclusive"
"2966","LAW-628","8","Inclusive"
"2967","LAW-630","","NotRelated"
"2968","LAW-631","","NotRelated"
"2969","LAW-632","4,8,9","Inclusive"
"2970","LAW-633","8,9","Inclusive"
"2971","LAW-634","","NotRelated"
"2972","LAW-635","1,4,5,8,9,10,16","Inclusive"
"2973","LAW-636","8,9","Inclusive"
"2974","LAW-637","1,4,8,9","Inclusive"
"2975","LAW-642","","NotRelated"
"2976","LAW-644","1,8,9","Inclusive"
"2977","LAW-645","1,8,10","Inclusive"
"2978","LAW-647","1,8,9","Inclusive"
"2979","LAW-648","","NotRelated"
"2980","LAW-649","1,8","Inclusive"
"2981","LAW-650","9,12,16","Inclusive"
"2982","LAW-652","1,16","Inclusive"
"2983","LAW-653","8,9","Inclusive"
"2984","LAW-654","1,8,9,17","Inclusive"
"2985","LAW-655","1,2,6,7,8,12,13,14,15","Focused"
"2986","LAW-658","1,8,9","Inclusive"
"2987","LAW-661","1,15","Focused"
"2988","LAW-663","1,4,6,8,9,10,11,12","Inclusive"
"2989","LAW-665","11","Inclusive"
"2990","LAW-667","","NotRelated"
"2991","LAW-668","10,16","Inclusive"
"2992","LAW-669","","NotRelated"
"2993","LAW-670","9","Inclusive"
"2994","LAW-671","9","Inclusive"
"2995","LAW-673","8,9","Inclusive"
"2996","LAW-674","9","Inclusive"
"2997","LAW-678A","1,10,17","Inclusive"
"2998","LAW-678B","1,10,17","Inclusive"
"2999","LAW-680","1,8,12,15","Focused"
"3000","LAW-680A","1,10,17","Inclusive"
"3001","LAW-680B","1,10,17","Inclusive"
"3002","LAW-681","1,8,9","Inclusive"
"3003","LAW-683","","NotRelated"
"3004","LAW-686","5,10,16","Inclusive"
"3005","LAW-689","8,9,10,16","Inclusive"
"3006","LAW-694","9","Inclusive"
"3007","LAW-698","1,5,8,9,10,11,13","Focused"
"3008","LAW-701","5,17","Inclusive"
"3009","LAW-702","5,10,16","Inclusive"
"3010","LAW-704","1,2,5,8,10,16","Inclusive"
"3011","LAW-705","4,5,11","Inclusive"
"3012","LAW-708","1,8,9","Inclusive"
"3013","LAW-709","","NotRelated"
"3014","LAW-710","9","Inclusive"
"3015","LAW-712","","NotRelated"
"3016","LAW-713","4,5,8,10,16","Inclusive"
"3017","LAW-714","1","Inclusive"
"3018","LAW-715","1,8,9,17","Inclusive"
"3019","LAW-716","1,4,5,8,10","Inclusive"
"3020","LAW-719","1,8,9","Inclusive"
"3021","LAW-720","1,4,8,9,12,16","Inclusive"
"3022","LAW-723","","NotRelated"
"3023","LAW-727","1,4,6,8,9,11,12","Inclusive"
"3024","LAW-734","1,4,6,8,9,11,17","Inclusive"
"3025","LAW-736","1,8,9","Inclusive"
"3026","LAW-737","8,9","Inclusive"
"3027","LAW-743","10,16","Inclusive"
"3028","LAW-746","1,4,5,10","Inclusive"
"3029","LAW-749","","NotRelated"
"3030","LAW-751","5,10,16","Inclusive"
"3031","LAW-753","8,9,15","Focused"
"3032","LAW-760A","","NotRelated"
"3033","LAW-760B","","NotRelated"
"3034","LAW-761","17","Inclusive"
"3035","LAW-762A","","NotRelated"
"3036","LAW-762B","","NotRelated"
"3037","LAW-763","","NotRelated"
"3038","LAW-764","1,8,9","Inclusive"
"3039","LAW-765","4","Inclusive"
"3040","LAW-767A","17","Inclusive"
"3041","LAW-767B","17","Inclusive"
"3042","LAW-768","17","Inclusive"
"3043","LAW-769A","17","Inclusive"
"3044","LAW-769B","17","Inclusive"
"3045","LAW-771","9","Inclusive"
"3046","LAW-772","9","Inclusive"
"3047","LAW-775","8,9,10,17","Inclusive"
"3048","LAW-776","1,5,10,16","Inclusive"
"3049","LAW-777","1,12","Inclusive"
"3050","LAW-778","","NotRelated"
"3051","LAW-780","9","Inclusive"
"3052","LAW-781","9","Inclusive"
"3053","LAW-782","9","Inclusive"
"3054","LAW-796","10","Inclusive"
"3055","LAW-798","1,8","Inclusive"
"3056","LAW-801","8,9,10","Inclusive"
"3057","LAW-804","16","Inclusive"
"3058","LAW-809","9","Inclusive"
"3059","LAW-810","9,16","Inclusive"
"3060","LAW-811","1,8,9,17","Inclusive"
"3061","LAW-813","","NotRelated"
"3062","LAW-816","9","Inclusive"
"3063","LAW-817","","NotRelated"
"3064","LAW-819","","NotRelated"
"3065","LAW-820","10,16","Inclusive"
"3066","LAW-821","4,8,9,10,16","Inclusive"
"3067","LAW-822","12","Inclusive"
"3068","LAW-824","10,16","Inclusive"
"3069","LAW-825","4","Inclusive"
"3070","LAW-826","1,4,5,8,9,10,16","Inclusive"
"3071","LAW-827","1,4,8,9,10","Inclusive"
"3072","LAW-828","10,16","Inclusive"
"3073","LAW-829","11","Inclusive"
"3074","LAW-830","8,9,11,16","Inclusive"
"3075","LAW-831","8,9","Inclusive"
"3076","LAW-832","1,4","Inclusive"
"3077","LAW-833","8","Inclusive"
"3078","LAW-834","17","Inclusive"
"3079","LAW-835","9","Inclusive"
"3080","LAW-838","9","Inclusive"
"3081","LAW-842","","NotRelated"
"3082","LAW-844","","NotRelated"
"3083","LAW-845","","NotRelated"
"3084","LAW-849","5,9,10,16","Inclusive"
"3085","LAW-850","5,10,16","Inclusive"
"3086","LAW-851","16","Inclusive"
"3087","LAW-853","10","Inclusive"
"3088","LAW-860","5,10,16","Inclusive"
"3089","LAW-863","8,9,17","Inclusive"
"3090","LAW-865","1,10,16,17","Inclusive"
"3091","LAW-866","1,16","Inclusive"
"3092","LAW-867","16","Inclusive"
"3093","LAW-869","","NotRelated"
"3094","LAW-870","10,16,17","Inclusive"
"3095","LAW-871","5,10,16","Inclusive"
"3096","LAW-872","9,10,16,17","Inclusive"
"3097","LAW-875","16,17","Inclusive"
"3098","LAW-880","1,5,10,11,16","Inclusive"
"3099","LAW-881","5,8,9,10,12,16,17","Inclusive"
"3100","LAW-887","5,6,10,15,16","Inclusive"
"3101","LAW-890","2,17","Inclusive"
"3102","LAW-891","10,16,17","Inclusive"
"3103","LAW-892","10,17","Inclusive"
"3104","LAW-893","9","Inclusive"
"3105","LAW-894","9","Inclusive"
"3106","LIM-500","4,11","Inclusive"
"3107","LIM-502","8,9,17","Inclusive"
"3108","LIM-503","9","Inclusive"
"3109","LIM-504","4,9,17","Inclusive"
"3110","LIM-511","4,9,17","Inclusive"
"3111","LIM-552","9,17","Inclusive"
"3112","LIM-562","4,6,9,11,12","Inclusive"
"3113","LIM-591","1,4,8,9,10,17","Inclusive"
"3114","LIM-598","17","Inclusive"
"3115","LING-110","1,5,9","Inclusive"
"3116","LING-115","1,4,5,8,9,10,11","Inclusive"
"3117","LING-210","4,9,13,17","Inclusive"
"3118","LING-275","4,5,10","Inclusive"
"3119","LING-285","4,9,17","Inclusive"
"3120","LING-301","","NotRelated"
"3121","LING-302","","NotRelated"
"3122","LING-303","4,9,12,15,17","Inclusive"
"3123","LING-307","3,4,9","Inclusive"
"3124","LING-322","1,4,8,11,13","Focused"
"3125","LING-406","4,9","Inclusive"
"3126","LING-410","1,4,5","Inclusive"
"3127","LING-450","","NotRelated"
"3128","LING-505A","17","Inclusive"
"3129","LING-505C","17","Inclusive"
"3130","LING-530","","NotRelated"
"3131","LING-531A","17","Inclusive"
"3132","LING-534","9","Inclusive"
"3133","LING-576","4,9","Inclusive"
"3134","LING-580","4,9","Inclusive"
"3135","LING-582","9","Inclusive"
"3136","LING-586","9","Inclusive"
"3137","LING-593","4,8,9,17","Inclusive"
"3138","LING-610","17","Inclusive"
"3139","LING-632","17","Inclusive"
"3140","LING-635","17","Inclusive"
"3141","MASC-110","4,6,9,12,13","Focused"
"3142","MASC-310","7,9,12","Inclusive"
"3143","MASC-350","9,12","Inclusive"
"3144","MASC-501","9","Inclusive"
"3145","MASC-502","7,9","Inclusive"
"3146","MASC-503","6,7,9,12,13","Focused"
"3147","MASC-504","4,8,9,12","Inclusive"
"3148","MASC-505","8","Inclusive"
"3149","MASC-512","4,9,11,12","Inclusive"
"3150","MASC-551","9,12","Inclusive"
"3151","MASC-560","9,12","Inclusive"
"3152","MASC-561","7,8,13","Focused"
"3153","MASC-562","4,9,12","Inclusive"
"3154","MASC-564","4,7,9,12","Inclusive"
"3155","MASC-575","9,11,12","Inclusive"
"3156","MASC-576","9,12,17","Inclusive"
"3157","MASC-583","1,8,9,12","Inclusive"
"3158","MASC-590","9,17","Inclusive"
"3159","MASC-598","4,8,9,10,12,17","Inclusive"
"3160","MATH-040","1,5,9,10","Inclusive"
"3161","MATH-108","1,5,10","Inclusive"
"3162","MATH-114","8,9,10","Inclusive"
"3163","MATH-117","8,9","Inclusive"
"3164","MATH-118","8,10","Inclusive"
"3165","MATH-125","","NotRelated"
"3166","MATH-126","","NotRelated"
"3167","MATH-129","8,9,10","Inclusive"
"3168","MATH-208","1,4","Inclusive"
"3169","MATH-225","9","Inclusive"
"3170","MATH-226","12","Inclusive"
"3171","MATH-229","8,9,10","Inclusive"
"3172","MATH-245","9","Inclusive"
"3173","MATH-307","9,12,13","Focused"
"3174","MATH-308","9","Inclusive"
"3175","MATH-395","1,5,9,10,17","Inclusive"
"3176","MATH-407","","NotRelated"
"3177","MATH-408","1,5,10","Inclusive"
"3178","MATH-410","8,9,10","Inclusive"
"3179","MATH-425A","9","Inclusive"
"3180","MATH-425B","9","Inclusive"
"3181","MATH-430","6,7,14","Focused"
"3182","MATH-432","1,5,9,10,15,16","Inclusive"
"3183","MATH-434","","NotRelated"
"3184","MATH-435","","NotRelated"
"3185","MATH-440","","NotRelated"
"3186","MATH-445","9,12","Inclusive"
"3187","MATH-447","9","Inclusive"
"3188","MATH-450","9,11,17","Inclusive"
"3189","MATH-458","9","Inclusive"
"3190","MATH-466","1,6,7,8,9,10,11,12,13,14,15,17","Inclusive"
"3191","MATH-467","","NotRelated"
"3192","MATH-471","9","Inclusive"
"3193","MATH-500","","NotRelated"
"3194","MATH-501","","NotRelated"
"3195","MATH-502A","9","Inclusive"
"3196","MATH-505A","9","Inclusive"
"3197","MATH-505B","1,8,9,10","Inclusive"
"3198","MATH-507A","","NotRelated"
"3199","MATH-507B","","NotRelated"
"3200","MATH-509","4,9,12","Inclusive"
"3201","MATH-510A","","NotRelated"
"3202","MATH-510B","9","Inclusive"
"3203","MATH-512","8,9,10","Inclusive"
"3204","MATH-520","1,6,7,10,14","Focused"
"3205","MATH-525A","6,9","Inclusive"
"3206","MATH-525B","6,9","Inclusive"
"3207","MATH-530A","8,9,10","Inclusive"
"3208","MATH-530B","1,8,9,10","Inclusive"
"3209","MATH-532","9","Inclusive"
"3210","MATH-533","15","Inclusive"
"3211","MATH-535A","","NotRelated"
"3212","MATH-535B","","NotRelated"
"3213","MATH-540","","NotRelated"
"3214","MATH-541A","1,5,9,10,12,13","Focused"
"3215","MATH-541B","7","Inclusive"
"3216","MATH-542","9","Inclusive"
"3217","MATH-545","","NotRelated"
"3218","MATH-547","1,5,9,10","Inclusive"
"3219","MATH-555A","","NotRelated"
"3220","MATH-565A","1,5,9,10","Inclusive"
"3221","MATH-570A","1,9,12,15","Focused"
"3222","MATH-578A","4,9,15","Focused"
"3223","MATH-578B","4","Inclusive"
"3224","MATH-580","9","Inclusive"
"3225","MATH-590","9,17","Inclusive"
"3226","MATH-595","4,8,9,17","Inclusive"
"3227","MATH-605","","NotRelated"
"3228","MATH-606","9","Inclusive"
"3229","MATH-614","2,9","Inclusive"
"3230","MATH-625","","NotRelated"
"3231","MATH-641","","NotRelated"
"3232","MATH-650","9,17","Inclusive"
"3233","MATH-705","17","Inclusive"
"3234","MATH-725","17","Inclusive"
"3235","MBIO-310","2,3,6,9,12","Inclusive"
"3236","MDA-110","1,8,9,10,11","Inclusive"
"3237","MDA-250","1,4","Inclusive"
"3238","MDA-325","4,8,9,11,17","Inclusive"
"3239","MDA-333","1,4,10,11,16","Inclusive"
"3240","MDA-423","9,17","Inclusive"
"3241","MDES-301","1,5,8,9,10,13","Focused"
"3242","MDES-313","9,11","Inclusive"
"3243","MDES-314","16","Inclusive"
"3244","MDES-316","1,5,10,11,16","Inclusive"
"3245","MDES-325","1,2,5,8,9,10,16,17","Inclusive"
"3246","MDES-340","1,5,8,10,13,16","Inclusive"
"3247","MDES-343","1,9,11","Inclusive"
"3248","MDES-345","1,4,7,8","Inclusive"
"3249","MDES-441","1,8,9,11,16","Inclusive"
"3250","MEDS-220","11","Inclusive"
"3251","MEDS-260","1,9,12,15,17","Inclusive"
"3252","MEDS-280","1,3,9,11","Inclusive"
"3253","MEDS-315","3,9,11","Inclusive"
"3254","MEDS-320","1,3","Inclusive"
"3255","MEDS-330","1,8,9","Inclusive"
"3256","MEDS-335","4,8,9,12,17","Inclusive"
"3257","MEDS-340","1,3,9,17","Inclusive"
"3258","MEDS-350","3,5,16","Inclusive"
"3259","MEDS-370","1,2,3,16","Inclusive"
"3260","MEDS-380","4,9,11,12","Inclusive"
"3261","MEDS-420","9","Inclusive"
"3262","MEDS-425","1","Inclusive"
"3263","MEDS-445","1,3,4,9,11,17","Inclusive"
"3264","MEDS-450","9","Inclusive"
"3265","MEDS-460","1,9","Inclusive"
"3266","MEDS-465","7,9,15","Focused"
"3267","MEDS-500","1,4,8,9,12,13,16","Inclusive"
"3268","MEDS-501","1,2,3,4,5,8,10,12,13,15,16","Inclusive"
"3269","MEDS-502","1,2,3,8,10,13","Focused"
"3270","MEDS-503","4,9","Inclusive"
"3271","MEDS-504","4,9","Inclusive"
"3272","MEDS-510","1,2,3,8,13","Focused"
"3273","MEDS-511","1,2,3,8,13","Focused"
"3274","MEDS-512","1,5,8,9,11,13","Focused"
"3275","MEDS-514","1,2,3,8,9,13,15","Focused"
"3276","MEDS-515","1,2,3,4,8,9,13","Focused"
"3277","MEDS-516","1,8,9,11,17","Inclusive"
"3278","MEDS-517","1,5,10,16,17","Inclusive"
"3279","MEDS-518","1,8,11,12,13,15","Focused"
"3280","MEDS-519","1,3,8,13","Focused"
"3281","MEDS-520","1,4,6,11,12","Inclusive"
"3282","MEDS-521","2,3","Inclusive"
"3283","MEDS-523","2,3,6,8,9,12,13,14","Focused"
"3284","MEDS-524","8,17","Inclusive"
"3285","MEDS-525","1,8,13","Focused"
"3286","MEDS-527","1,2,3,8,9,15","Focused"
"3287","MEDS-528","1,3,5,8,13,16","Inclusive"
"3288","MEDS-530A","","NotRelated"
"3289","MEDS-530B","9","Inclusive"
"3290","MEDS-530C","9","Inclusive"
"3291","MEDS-532","2,3,8,13","Focused"
"3292","MEDS-553","1,17","Inclusive"
"3293","MEDS-554","1,2,8,9,13","Focused"
"3294","MEDS-556","1,8,13,17","Inclusive"
"3295","MEDS-560","1,4,8,9,11,12,15,17","Inclusive"
"3296","MEDS-567","1,2,8,9,11,13,16","Inclusive"
"3297","MEDS-572","1,9,11,16","Inclusive"
"3298","MEDS-573","1,4,8,9,13,17","Inclusive"
"3299","MEDS-575","1,4,6,8,9,11,12,13","Focused"
"3300","MEDS-577","1,8,9,13","Focused"
"3301","MEDS-580","1","Inclusive"
"3302","MEDS-581","1","Inclusive"
"3303","MEDS-597A","1,9","Inclusive"
"3304","MEDS-597B","1,9","Inclusive"
"3305","MICB-549","17","Inclusive"
"3306","MICB-560","","NotRelated"
"3307","MICB-570","17","Inclusive"
"3308","MICB-590","9,17","Inclusive"
"3309","MKT-385","8,9,10,12,17","Inclusive"
"3310","MKT-402","8,9,10,17","Inclusive"
"3311","MKT-405","9,17","Inclusive"
"3312","MKT-406","4,6,9,11,12,17","Inclusive"
"3313","MKT-410","1,8,9","Inclusive"
"3314","MKT-425","1,9","Inclusive"
"3315","MKT-430","4,8,9","Inclusive"
"3316","MKT-440","4,8,9,17","Inclusive"
"3317","MKT-445","8,9,17","Inclusive"
"3318","MKT-446","1,4,6,8,9,11,12,17","Inclusive"
"3319","MKT-450","1,9,11","Inclusive"
"3320","MKT-461","8,9","Inclusive"
"3321","MKT-465","1,8,9,13","Focused"
"3322","MKT-512","9,17","Inclusive"
"3323","MKT-525","1,10,11","Inclusive"
"3324","MKT-526","1,8,9","Inclusive"
"3325","MKT-528","4,6,9,11,12,13","Focused"
"3326","MKT-530","8,9,17","Inclusive"
"3327","MKT-533","8,9,12,17","Inclusive"
"3328","MKT-535","8,9","Inclusive"
"3329","MKT-536","9","Inclusive"
"3330","MKT-543","9,12","Inclusive"
"3331","MKT-555","","NotRelated"
"3332","MKT-556","9","Inclusive"
"3333","MKT-560","8,9,13,17","Inclusive"
"3334","MKT-566","8,9,17","Inclusive"
"3335","MKT-580","8,9","Inclusive"
"3336","MKT-586","8,9,13","Focused"
"3337","MKT-589","9","Inclusive"
"3338","MKT-595","1,8,9","Inclusive"
"3339","MKT-613","1,8,9,12,17","Inclusive"
"3340","MKT-621","9,17","Inclusive"
"3341","MOR-385","1,5,8,9,10","Inclusive"
"3342","MOR-421","1,8,9,12,15","Focused"
"3343","MOR-431","8,9,10,15,17","Inclusive"
"3344","MOR-451","5,10,15","Focused"
"3345","MOR-461","4,9,13","Focused"
"3346","MOR-462","4,6,8,9,11,12,15","Focused"
"3347","MOR-466","1,6,7,8,9,12,13,14,15,16","Inclusive"
"3348","MOR-469","9","Inclusive"
"3349","MOR-470","4,8,9,13,17","Inclusive"
"3350","MOR-471","1,4,8,9,12","Inclusive"
"3351","MOR-472","5,7,10,16","Inclusive"
"3352","MOR-473","1,8,9","Inclusive"
"3353","MOR-475","4,8,9,10","Inclusive"
"3354","MOR-476","4,8,9,11,13,16,17","Inclusive"
"3355","MOR-477","1,4,8,13","Focused"
"3356","MOR-478","4,8","Inclusive"
"3357","MOR-479","8,9,11,16","Inclusive"
"3358","MOR-492","1,8,9,13,16","Inclusive"
"3359","MOR-542","1,5,8,9,10,12,13,16","Inclusive"
"3360","MOR-545","1,4,8,16","Inclusive"
"3361","MOR-547","","NotRelated"
"3362","MOR-548","1,4,8,9","Inclusive"
"3363","MOR-551","1,4,8,9,16,17","Inclusive"
"3364","MOR-554","8,9,12,13,17","Inclusive"
"3365","MOR-555","8,9,11,12,15","Focused"
"3366","MOR-557","8,9,17","Inclusive"
"3367","MOR-559","4,5,6,8,9,10,11,12,13,16","Inclusive"
"3368","MOR-562","4,6,8,9,11,12,17","Inclusive"
"3369","MOR-564","4,8,9,12,13,17","Inclusive"
"3370","MOR-565","2,9,17","Inclusive"
"3371","MOR-566","6,7,8,9,12,13,14,15","Focused"
"3372","MOR-567","7,8,9","Inclusive"
"3373","MOR-569","8,9","Inclusive"
"3374","MOR-570","8,9","Inclusive"
"3375","MOR-571","4,8,9,17","Inclusive"
"3376","MOR-572","1,4,8,9","Inclusive"
"3377","MOR-579","8,9,12","Inclusive"
"3378","MOR-588","8,9","Inclusive"
"3379","MOR-597","8,9,17","Inclusive"
"3380","MOR-601","1,4,8,9,17","Inclusive"
"3381","MOR-602","1,8,9,11,16,17","Inclusive"
"3382","MOR-605","7,9,17","Inclusive"
"3383","MOR-621","9,17","Inclusive"
"3384","MPPM-100","","NotRelated"
"3385","MPPM-153","","NotRelated"
"3386","MPPM-240","","NotRelated"
"3387","MPPM-250","8,9,17","Inclusive"
"3388","MPPM-253","","NotRelated"
"3389","MPPM-301","9","Inclusive"
"3390","MPPM-320","8,9,17","Inclusive"
"3391","MPPM-450A","9,17","Inclusive"
"3392","MPPM-450B","9,17","Inclusive"
"3393","MPTX-500","","NotRelated"
"3394","MPTX-502","1,8,9","Inclusive"
"3395","MPTX-510","","NotRelated"
"3396","MPTX-511","1,4,8,9,17","Inclusive"
"3397","MPTX-512","1,4,9,17","Inclusive"
"3398","MPTX-513","1,4,8,9,17","Inclusive"
"3399","MPTX-514","1,2,4,9,17","Inclusive"
"3400","MPTX-515","1,4,8,9,17","Inclusive"
"3401","MPTX-516","1,4,8,9,17","Inclusive"
"3402","MPTX-517","8,9,17","Inclusive"
"3403","MPTX-518","1,8,9,17","Inclusive"
"3404","MPTX-519","8,9,13","Focused"
"3405","MPTX-520","","NotRelated"
"3406","MS-101","4,8","Inclusive"
"3407","MS-102","4,8,9,17","Inclusive"
"3408","MS-201","4,8,17","Inclusive"
"3409","MS-202","4,8,9,17","Inclusive"
"3410","MS-301","4,8","Inclusive"
"3411","MS-302","4,5,8,9,12,15","Focused"
"3412","MS-401","4,6,8,11,12","Inclusive"
"3413","MS-402","4,8,12,13,15,17","Inclusive"
"3414","NAUT-001A","7,8,10,14,17","Inclusive"
"3415","NAUT-001B","7,8,10,14,17","Inclusive"
"3416","NEUR-493","8,10,17","Inclusive"
"3417","NEUR-494","8,10,17","Inclusive"
"3418","NIIN-500","9","Inclusive"
"3419","NIIN-510","9","Inclusive"
"3420","NIIN-520","9","Inclusive"
"3421","NIIN-530","9","Inclusive"
"3422","NIIN-540","9","Inclusive"
"3423","NIIN-550","9","Inclusive"
"3424","NIIN-560","15","Inclusive"
"3425","NIIN-570","3,8,9,17","Inclusive"
"3426","NIIN-597","9","Inclusive"
"3427","NIIN-598","9,17","Inclusive"
"3428","NSC-135","4,9","Inclusive"
"3429","NSC-137","1,8,9,14,17","Inclusive"
"3430","NSC-251","9,14","Focused"
"3431","NSC-283","7,9","Inclusive"
"3432","NSC-335","","NotRelated"
"3433","NSC-337","9,16","Inclusive"
"3434","NSC-343","8,9,11,13","Focused"
"3435","NSC-453","4,8","Inclusive"
"3436","NSC-454","4,8","Inclusive"
"3437","NSCI-524","8,9,10,17","Inclusive"
"3438","NSCI-525","8,9,10","Inclusive"
"3439","NSCI-539","8,10,17","Inclusive"
"3440","NURS-500","4,9","Inclusive"
"3441","NURS-501","4,9","Inclusive"
"3442","NURS-502","1,8,9,17","Inclusive"
"3443","NURS-503","1,3,5","Inclusive"
"3444","NURS-504","4,9","Inclusive"
"3445","NURS-505","1,3,5,12,17","Inclusive"
"3446","NURS-507","1,5,10","Inclusive"
"3447","NURS-600","3,5","Inclusive"
"3448","NURS-601","1,5,10,12,17","Inclusive"
"3449","NURS-602","1,17","Inclusive"
"3450","NURS-603","1,4,9,12,15,17","Inclusive"
"3451","NURS-604","5,8,9,17","Inclusive"
"3452","NURS-605","4,9","Inclusive"
"3453","NURS-606","1,4,8,9","Inclusive"
"3454","NURS-607","9,17","Inclusive"
"3455","NURS-608","3,17","Inclusive"
"3456","OCCL-310","","NotRelated"
"3457","OFP-705","3","Inclusive"
"3458","OFP-706","3,8,9","Inclusive"
"3459","OFP-707","","NotRelated"
"3460","OFP-723","3,9","Inclusive"
"3461","OFP-724","3","Inclusive"
"3462","OFP-730A","8,9","Inclusive"
"3463","OFP-730C","8,9","Inclusive"
"3464","OFPM-702A","2,3,11","Inclusive"
"3465","OFPM-702B","2,3","Inclusive"
"3466","OFPM-704","9,11","Inclusive"
"3467","OFPM-705","11","Inclusive"
"3468","OFPM-706","3,11","Inclusive"
"3469","OFPM-707","11","Inclusive"
"3470","OFPM-710A","3,8,9,11,17","Inclusive"
"3471","OFPM-710B","11","Inclusive"
"3472","OFPM-721","11","Inclusive"
"3473","OFPM-722","2,3,11","Inclusive"
"3474","OFPM-723","3,9,11","Inclusive"
"3475","OFPM-724","3,11","Inclusive"
"3476","OFPM-725","2,3,11","Inclusive"
"3477","OFPM-726","2,3,11,17","Inclusive"
"3478","OFPM-727","2,3,11,17","Inclusive"
"3479","OFPM-729A","11,17","Inclusive"
"3480","OFPM-729B","11,17","Inclusive"
"3481","OFPM-729C","11,17","Inclusive"
"3482","OFPM-729D","11,17","Inclusive"
"3483","OFPM-730A","8,9,11","Inclusive"
"3484","OFPM-730B","8,9,11","Inclusive"
"3485","OFPM-730C","8,9,11","Inclusive"
"3486","OFPM-730D","8,9,11","Inclusive"
"3487","OFPM-730E","8,9,11","Inclusive"
"3488","OMOD-506","3,12,15","Focused"
"3489","OPER-702A","9,12,15,17","Inclusive"
"3490","OPER-702B","9,12,15,17","Inclusive"
"3491","OPER-704A","9,11,17","Inclusive"
"3492","OPER-704B","9,11,17","Inclusive"
"3493","OPER-705","9","Inclusive"
"3494","OPER-706","9","Inclusive"
"3495","OPER-715A","9","Inclusive"
"3496","OPER-715B","9","Inclusive"
