"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"38808","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","12:00","13:50","F",17,"KOH208",17,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38809","LASH","LING-110",1,0,0,"In a Word","","L","A       Y","14:00","15:20","F",20,"WPHB36",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38862","LASH","LING-285",1,4,4,"Human Language and Technology","","C","A       Y","12:30","13:50","TH",95,"SGM123",95,"LAS- Humanities","UPC",120,"1/13/2020","5/1/2020","Linguistics",NA
"38866","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","8:30","9:50","M",15,"GFS111",15,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38898","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","8:30","9:50","F",20,"GFS111",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38894","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","10:00","11:50","M",20,"GFS111",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38896","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","10:00","11:50","F",5,"GFS111",5,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38902","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","12:00","13:50","F",18,"GFS111",18,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38868","LASH","LING-285",1,0,0,"Human Language and Technology","","L","A       Y","12:00","13:50","M",17,"GFS111",17,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38843","LASH","LING-301",1,4,4,"Introduction to Phonetics and","Phonology","C","Y","14:00","15:20","MW",22,"GFS220",22,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Linguistics",NA
"38861","LASH","LING-406",1,4,4,"Psycholinguistics","","C","N","15:30","16:50","MW",0,"OFFICE",0,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Linguistics",NA
"38873","LASH","LING-415",1,4,4,"Phonetics","","C","Y","10:00","11:50","TH",7,"OFFICE",7,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Linguistics",NA
"38883","LASH","LING-497",1,4,4,"Honors Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38909","LASH","LING-531B",1,3,3,"Phonology","","C","Y","12:00","14:20","M",4,"OFFICE",4,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38917","LASH","LING-535",1,3,3,"Syntax and Grammatical Theory","","C","Y","9:30","12:00","W",3,"OFFICE",3,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38919","LASH","LING-536",1,3,3,"Semantics","","C","Y","10:00","11:50","MF",3,"GFS212",3,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38957","LASH","LING-582",1,3,3,"Experimental Phonetics","","C","N","14:00","16:20","H",0,"OFFICE",0,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38961","LASH","LING-586",1,3,3,"Advanced Psycholinguistics","","C","Y","14:30","16:50","T",6,"OFFICE",6,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38963","LASH","LING-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38966","LASH","LING-595",1,1,4,"Directed Readings","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38965","LASH","LING-595",1,1,4,"Directed Readings","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38973","LASH","LING-610",1,3,3,"Seminar in Linguistic Theory","","C","Y","14:00","16:20","T",4,"OFFICE",4,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Linguistics",NA
"38979","LASH","LING-631",1,3,3,"Seminar in Phonological Theor","y","C","Y","15:30","17:50","W",2,"GFS213",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38981","LASH","LING-632",1,3,3,"Seminar in Phonetics","","C","Y","14:00","16:20","H",4,"GFS210",4,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38983","LASH","LING-635",1,3,3,"Seminar in Syntax","","C","Y","15:30","17:50","H",4,"GFS107",4,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38994","LASH","LING-790",1,1,12,"Research","","C","N","TBA","TBA","",0,"",0,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38993","LASH","LING-790",1,1,12,"Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38995","LASH","LING-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38996","LASH","LING-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",4,"OFFICE",4,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38997","LASH","LING-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",4,"OFFICE",4,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"38998","LASH","LING-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",25,"1/13/2020","5/1/2020","Linguistics",NA
"38999","LASH","LING-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"39215","LASH","MPW-585",1,3,3,"Seminar in Professional Writi","ng","C","N       Y","19:00","21:40","T",0,"",0,"LAS- Humanities","UPC",8,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39239","LASH","MPW-589",1,1,3,"Internship: Writers in the Fi","eld","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39297","LASH","MPW-590",1,1,3,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39265","LASH","MPW-592B",1,3,3,"Professional Writing Project","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39266","LASH","MPW-592B",1,3,3,"Professional Writing Project","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39284","LASH","MPW-592Z",1,0,0,"Professional Writing Project","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",1,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"39285","LASH","MPW-592Z",1,0,0,"Professional Writing Project","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Master of Professional Writing",NA
"49522","LASH","PHIL-350",1,4,4,"Symbolic Logic","","C","Y","9:30","10:50","TH",28,"VKC211",28,"LAS- Humanities","UPC",31,"1/13/2020","5/1/2020","Philosophy",NA
"49543","LASH","PHIL-422",1,4,4,"British Empiricism","","C","Y","12:30","13:50","MW",26,"VKC258",26,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","Philosophy",NA
"49551","LASH","PHIL-430",1,4,4,"Philosophy of Law","","C","Y","14:00","15:20","TH",49,"SOS B44",49,"LAS- Humanities","UPC",49,"1/13/2020","5/1/2020","Philosophy",NA
"49573","LASH","PHIL-460",1,4,4,"Metaphysics","","C","Y","12:30","13:50","TH",13,"VKC157",13,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","Philosophy",NA
"49575","LASH","PHIL-462",1,4,4,"Philosophy of Mind","","C","Y","14:00","15:20","TH",28,"VKC157",28,"LAS- Humanities","UPC",31,"1/13/2020","5/1/2020","Philosophy",NA
"49583","LASH","PHIL-472",1,4,4,"Moral Philosophy","","C","Y","14:00","15:20","MW",5,"VKC201",5,"LAS- Humanities","UPC",30,"1/13/2020","5/1/2020","Philosophy",NA
"49598","LASH","PHIL-494",1,4,4,"Senior Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49599","LASH","PHIL-494",1,4,4,"Senior Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49597","LASH","PHIL-494",1,4,4,"Senior Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49605","LASH","PHIL-503",1,4,4,"Introduction to Contemporary","Philosophical Literature on Value","C","Y","16:30","18:50","W",7,"MHP102",7,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49613","LASH","PHIL-520",1,4,4,"Studies in Modern Philosophy","","C","Y","14:00","16:20","W",2,"MHP102",2,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49617","LASH","PHIL-530",1,4,4,"Seminar in Philosophy of Law","","C","Y","14:00","16:20","M",6,"MHP102",6,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49628","LASH","PHIL-560",1,4,4,"Seminar in Metaphysics","","C","Y","16:30","18:50","H",2,"MHP102",2,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49630","LASH","PHIL-565",1,4,4,"Philosophy of Language","","C","Y","14:00","16:20","H",1,"MHP102",1,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49632","LASH","PHIL-570",1,4,4,"Seminar in Epistemology","","C","Y","14:00","16:20","T",4,"MHP102",4,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Philosophy",NA
"49637","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49639","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49638","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49643","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49647","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49646","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49640","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49642","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49641","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49645","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49648","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49644","LASH","PHIL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49650","LASH","PHIL-594A",1,2,2,"Master's Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49651","LASH","PHIL-594B",1,2,2,"Master's Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49652","LASH","PHIL-594Z",1,0,0,"Master's Thesis","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49673","LASH","PHIL-790",1,4,4,"Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",1,"1/13/2020","5/1/2020","Philosophy",NA
"49659","LASH","PHIL-790",1,1,12,"Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49660","LASH","PHIL-790",1,1,12,"Research","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49662","LASH","PHIL-790",1,1,12,"Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49665","LASH","PHIL-790",1,1,6,"Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49661","LASH","PHIL-790",1,1,12,"Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49663","LASH","PHIL-790",1,1,12,"Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49664","LASH","PHIL-790",1,1,6,"Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Philosophy",NA
"49666","LASH","PHIL-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Philosophy",NA
"49667","LASH","PHIL-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Philosophy",NA
"49668","LASH","PHIL-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Philosophy",NA
"49669","LASH","PHIL-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Philosophy",NA
"49670","LASH","PHIL-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Philosophy",NA
"62378","LASH","PORT-150",1,4,4,"Portuguese II","","C","N","10:00","11:50","MW",0,"OFFICE",0,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Portuguese",NA
"62380","LASH","PORT-220",1,4,4,"Portuguese III","","C","N","9:30","10:50","TH",0,"",0,"LAS- Humanities","UPC",1,"1/13/2020","5/1/2020","Portuguese",NA
"62381","LASH","PORT-240",1,4,4,"Portuguese IV","","C","N","14:00","15:50","TH",0,"OFFICE",0,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Portuguese",NA
"60058","LASH","REL-311",1,4,4,"The Bible in Western Literatu","re","C","Y","14:00","15:20","MW",20,"THH213",20,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Religion",NA
"60100","LASH","REL-401",1,4,4,"Seminar in Religious Studies","","C","Y","14:00","16:50","M",3,"THH111",3,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Religion",NA
"60123","LASH","REL-468",1,4,4,"Sociology of Religion","","C","Y","14:00","15:20","TH",13,"VKC154",13,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Religion",NA
"60155","LASH","REL-491",1,4,4,"Undergraduate Honors Research","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Religion",NA
"60157","LASH","REL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Religion",NA
"60160","LASH","REL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",20,"1/13/2020","5/1/2020","Religion",NA
"60194","LASH","REL-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",4,"1/13/2020","5/1/2020","Religion",NA
"60195","LASH","REL-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Religion",NA
"60197","LASH","REL-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Religion",NA
"60196","LASH","REL-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Religion",NA
"60199","LASH","REL-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Religion",NA
"60198","LASH","REL-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Religion",NA
"60212","LASH","SLL-199",1,2,2,"Chess and Critical Thinking","","C","Y","17:00","18:50","T",15,"THH106",15,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60214","LASH","SLL-199",1,2,2,"Chess and Critical Thinking","","C","Y","17:00","18:50","H",17,"THH106",17,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60234","LASH","SLL-344",1,4,4,"Tolstoy: Writer and Moralist","","C","Y","14:00","15:20","TH",18,"GFS216",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60236","LASH","SLL-465",1,4,4,"Seminar in Russian Studies","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60240","LASH","SLL-500",1,2,2,"Topics in Advanced Russian","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",8,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60246","LASH","SLL-545",1,3,3,"19th Century Russian Poetry","","C","Y","14:00","16:50","M",5,"WPH200",5,"LAS- Humanities","UPC",10,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60248","LASH","SLL-555",1,3,3,"Soviet Literature I (1917-195","3)","C","Y","14:00","16:50","W",5,"WPH603",5,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60252","LASH","SLL-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60262","LASH","SLL-665",1,3,3,"Seminar in Russian Culture an","d the Arts","C","Y","14:00","16:50","H",5,"THH221",5,"LAS- Humanities","UPC",15,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60272","LASH","SLL-790",1,1,12,"Research","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60276","LASH","SLL-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",3,"OFFICE",3,"LAS- Humanities","UPC",3,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60280","LASH","SLL-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60284","LASH","SLL-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",1,"OFFICE",1,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60288","LASH","SLL-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"",0,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"60290","LASH","SLL-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"LAS- Humanities","UPC",5,"1/13/2020","5/1/2020","Slavic Languages and Literatures",NA
"62008","LASH","SPAN-120",1,4,4,"Spanish I","","C","Y","12:00","12:50","MTHF",15,"VKC108",15,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62004","LASH","SPAN-120",1,4,4,"Spanish I","","C","N","13:00","13:50","MTHF",0,"OFFICE",0,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62002","LASH","SPAN-120",1,4,4,"Spanish I","","C","Y","9:00","9:50","MWHF",14,"VKC105",14,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62006","LASH","SPAN-120",1,4,4,"Spanish I","","C","Y","13:00","13:50","MTHF",6,"VKC110",6,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62012","LASH","SPAN-120",1,4,4,"Spanish I","","C","Y","10:00","11:50","MW",18,"THH115",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62014","LASH","SPAN-120",1,4,4,"Spanish I","","C","Y","12:00","13:50","WF",16,"VKC252",16,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62016","LASH","SPAN-120",1,0,0,"Spanish I","","Q","N","8:00","9:50","F",0,"TBA",0,"LAS- Humanities","UPC",100,"1/13/2020","5/1/2020","Spanish",NA
"62018","LASH","SPAN-150",1,4,4,"Spanish II","","C","Y","8:00","9:50","WF",12,"VKC259",12,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62024","LASH","SPAN-150",1,4,4,"Spanish II","","C","N       Y","12:00","13:50","WF",19,"VKC259",19,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62022","LASH","SPAN-150",1,4,4,"Spanish II","","C","Y","14:00","15:50","WF",10,"THH214",10,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62026","LASH","SPAN-150",1,4,4,"Spanish II","","C","Y","11:00","11:50","MTHF",18,"VKC107",18,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62020","LASH","SPAN-150",1,4,4,"Spanish II","","C","Y","10:00","11:50","MW",16,"SOSB47",16,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62058","LASH","SPAN-150",1,4,4,"Spanish II","","C","N","14:00","14:50","MTHF",0,"OFFICE",0,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
"62050","LASH","SPAN-150",1,4,4,"Spanish II","","C","Y","14:00","14:50","MWHF",15,"VKC108",15,"LAS- Humanities","UPC",19,"1/13/2020","5/1/2020","Spanish",NA
