"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"36322","GERO","GERO-520","607","4","4","Life Span Developmental Psychology","C","","Y","13:00","15:50","H","0","A","Nash, Paul Zelinski, Elizabeth, M","ONLINE","0","Behavior from adulthood to old age; study of major components of behavior such as perception, cognitive processes, personality, intergenerational relationships, sexuality, and life styles.","GERO","20233"
"36330","GERO","GERO-530","1","4","4","Life Span Developmental Sociology","C","","Y","9:00","11:50","W","0","","Nash, Paul Hoe, Deborah Fui-Yuen","GER124","0","Life-span perspective on the sociological theories of marriage and the family, intergenerational relationships, work and retirement, and other forms of social organization.","GERO","20233"
"36332","GERO","GERO-530","607","4","4","Life Span Developmental Sociology","C","","Y","9:00","11:50","W","0","A","Nash, Paul Hoe, Deborah Fui-Yuen","ONLINE","0","Life-span perspective on the sociological theories of marriage and the family, intergenerational relationships, work and retirement, and other forms of social organization.","GERO","20233"
"36333","GERO","GERO-540","1","4","4","Social Policy and Aging","C","","Y","14:00","16:50","W","0","","Hoe, Deborah Fui-Yuen Wilber, Kate","GER224","0","Major legislation and programs; examination and analysis of policy-making and political processes affecting development and implementation of programs for older persons.","GERO","20233"
"36340","GERO","GERO-540","607","4","4","Social Policy and Aging","C","","Y","14:00","16:50","W","0","A","Hoe, Deborah Fui-Yuen Wilber, Kate","ONLINE","0","Major legislation and programs; examination and analysis of policy-making and political processes affecting development and implementation of programs for older persons.","GERO","20233"
"36350","GERO","GERO-555","1","4","4","Integrating Gerontology: A Multidisciplinary Approach","C","N","Y","12:00","14:50","M","0","","Irimia, Andrei","GER115","0","Aging (commonalities and distinctions) as addressed by biologists,psychologists, and sociologists. Topics include researchperspectives, normative agings, functional decline and disability,and aging and society.","GERO","20233"
"36354","GERO","GERO-555","607","4","4","Integrating Gerontology: A Multidisciplinary Approach","C","","Y","12:00","14:50","M","0","A","Irimia, Andrei","ONLINE","0","Aging (commonalities and distinctions) as addressed by biologists,psychologists, and sociologists. Topics include researchperspectives, normative agings, functional decline and disability,and aging and society.","GERO","20233"
"36363","GERO","GERO-562","607","4","4","Diseases of Aging with Emphasis on Cardiovascular Disease an","C","","Y","13:00","15:50","T","0","A","Wong, Karlton","ONLINE","0","An introduction to the diseases of aging with an emphasis on cardiovascular disease and diabetes.","GERO","20233"
"36362","GERO","GERO-562","1","4","4","Diseases of Aging with Emphasis on Cardiovascular Disease an","C","","Y","13:00","15:50","T","0","","Wong, Karlton","GER125","0","An introduction to the diseases of aging with an emphasis on cardiovascular disease and diabetes.","GERO","20233"
"36364","GERO","GERO-564","607","4","4","Multiple Chronic Conditions and Older Adults","C","","Y","14:00","16:50","H","0","A","Vicinanza, Roberto","ONLINE","0","Complexities of treating older persons with multiple chronic diseases and conditions.","GERO","20233"
"36384","GERO","GERO-564","1","4","4","Multiple Chronic Conditions and Older Adults","C","","Y","14:00","16:50","H","0","","Vicinanza, Roberto","GER125","0","Complexities of treating older persons with multiple chronic diseases and conditions.","GERO","20233"
"36347","GERO","GERO-567","1","4","4","Prevention of Chronic Diseases through Nutrition, Physical A","C","","Y","10:00","12:50","M","0","","Vicinanza, Roberto","GER224","0","Nutrition, psychical engagement and social interaction. Interventions, assessments, screening protocols and guidelines for nutrition in older adults.","GERO","20233"
"36346","GERO","GERO-567","607","4","4","Prevention of Chronic Diseases through Nutrition, Physical A","C","","Y","10:00","12:50","M","0","A","Vicinanza, Roberto","ONLINE","0","Nutrition, psychical engagement and social interaction. Interventions, assessments, screening protocols and guidelines for nutrition in older adults.","GERO","20233"
"36348","GERO","GERO-568","1","4","4","Adaptive Age-Friendly Environments and Injury Prevention","C","","N","9:00","11:50","T","0","","Acevedo, Manuel","GER230","0","Covers adaptive, age-friendly environment and injury prevention for older adults. Adaptations in household safety, assistive technology, ergonomics and universal design principles.","GERO","20233"
"36349","GERO","GERO-568","607","4","4","Adaptive Age-Friendly Environments and Injury Prevention","C","","Y","9:00","11:50","T","0","A","Acevedo, Manuel","ONLINE","0","Covers adaptive, age-friendly environment and injury prevention for older adults. Adaptations in household safety, assistive technology, ergonomics and universal design principles.","GERO","20233"
"36375","GERO","GERO-574","607","3","3","Leadership and Management in Senior Living","C","","Y","9:30","11:50","F","0","A","Johnson, Joshua Biggs, James","ONLINE","0","Management and leadership in senior living organizations. Managerial techniques as well as leadership styles will be analyzed and reviewed.","GERO","20233"
"36374","GERO","GERO-574","1","3","3","Leadership and Management in Senior Living","C","","Y","9:30","11:50","F","0","","Johnson, Joshua Biggs, James","GER115","0","Management and leadership in senior living organizations. Managerial techniques as well as leadership styles will be analyzed and reviewed.","GERO","20233"
"36376","GERO","GERO-576","607","3","3","Finance and Senior Living","C","","Y","10:00","12:30","M","0","A","Mc Mullin, DeWayne","ONLINE","0","Unique aspects of senior living financial structures, revenue management and accounting principles.","GERO","20233"
"36356","GERO","GERO-576","1","3","3","Finance and Senior Living","C","","Y","10:00","12:30","M","0","","Mc Mullin, DeWayne","GER125","0","Unique aspects of senior living financial structures, revenue management and accounting principles.","GERO","20233"
"36379","GERO","GERO-578","607","2","2","Revenue Management for Senior Living","C","","Y","13:00","14:40","M","0","A","Mc Mullin, DeWayne","ONLINE","0","Understanding of revenue sources for senior living. Develop skills and approaches to managing sustainable strategies.","GERO","20233"
"36378","GERO","GERO-578","1","2","2","Revenue Management for Senior Living","C","","Y","13:00","14:40","M","0","","Mc Mullin, DeWayne","GER224","0","Understanding of revenue sources for senior living. Develop skills and approaches to managing sustainable strategies.","GERO","20233"
"36355","GERO","GERO-589","1","4","4","Case Studies in Leadership and Change Management","C","","Y","9:00","11:50","W","0","","Schneider, Ed Nash, Paul","GER224","0","Examination of case studies of issues affecting the aging services industries and the role industry leaders play in reacting to change.","GERO","20233"
"36369","GERO","GERO-589","607","4","4","Case Studies in Leadership and Change Management","C","","Y","9:00","11:50","W","0","A","Schneider, Ed Nash, Paul","ONLINE","0","Examination of case studies of issues affecting the aging services industries and the role industry leaders play in reacting to change.","GERO","20233"
"36360","GERO","GERO-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","GERO","20233"
"36359","GERO","GERO-590","1","2","2","Directed Research","C","","Y","TBA","TBA","","0","","Kreutzer, Carin, B.","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","GERO","20233"
"36358","GERO","GERO-590","607","2","2","Directed Research","C","","Y","TBA","TBA","","0","A","Kreutzer, Carin, B.","ONLINE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","GERO","20233"
"36326","GERO","GERO-591","607","1","4","Field Practicum","C","","Y","12:30","15:00","F","0","A","Kreutzer, Carin, B. Dhillon, Sarah","ONLINE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","GERO","20233"
"36361","GERO","GERO-591","607","1","8","Field Practicum","C","","Y","11:00","13:50","H","0","A","Nguyen, Anna Quyen","ONLINE","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","GERO","20233"
"36365","GERO","GERO-591","1","1","12","Field Practicum","C","","Y","11:00","13:50","H","0","","Nguyen, Anna Quyen","GER125","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","GERO","20233"
"36366","GERO","GERO-591","1","1","12","Field Practicum","C","","Y","12:30","15:00","F","0","","Kreutzer, Carin, B. Dhillon, Sarah","GER230","0","Supervised experiential learning in one or more organizations that serve older adults; includes a regularly scheduled seminar. Graded CR/NC.","GERO","20233"
"36392","GERO","GERO-592","1","2","2","Multidisciplinary Research Seminar in Aging","C","","N","12:30","14:00","M","0","","","GER125","0","Multidisciplinary perspectives on current research in Gerontology including physiology, neurobiology, health and medicine, psychology, sociology and public policy. Topics will change each semester.","GERO","20233"
"36383","GERO","GERO-593","607","4","4","Research Methods","C","","Y","9:00","11:50","H","0","A","Nash, Paul Mastro, Tara","ONLINE","0","An introduction to research methods and their application to gerontology including problem formation, research design, data collection, descriptive and analytical statistics, interpretation, and report preparation.","GERO","20233"
"36368","GERO","GERO-593","1","4","4","Research Methods","C","","Y","9:00","11:50","H","0","","Nash, Paul Mastro, Tara","GER124","0","An introduction to research methods and their application to gerontology including problem formation, research design, data collection, descriptive and analytical statistics, interpretation, and report preparation.","GERO","20233"
"36398","GERO","GERO-599","1","4","4","Special Topics","C","","Y","9:00","12:30","T","0","B","Dhillon, Sarah","GER124","0","Examination of special topics in the area of Gerontology.","GERO","20233"
"36341","GERO","GERO-601","607","4","4","Molecular Genetics of Aging","C","","Y","15:00","17:50","H","0","A","Garrison, Jennifer","ONLINE","0","Explores concepts of molecular and genetic regulation of healthy aging, lifespan, and age-related diseases.","GERO","20233"
"36343","GERO","GERO-601","607","0","0","Molecular Genetics of Aging","D","","Y","TBA","TBA","","0","A","Garrison, Jennifer","ONLINE","0","Explores concepts of molecular and genetic regulation of healthy aging, lifespan, and age-related diseases.","GERO","20233"
"36357","GERO","GERO-602A","607","2","2","Seminar on Discoveries in Biogerontology","C","","Y","9:00 11:00","9:50 11:50","T F","0","A","Garrison, Jennifer","ONLINE ONLINE","0","Critical analyses of primary scientific data and interpretations presented in the literature. (Duplicates credit in former GERO 602)","GERO","20233"
