"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"SWMS-306","Introduction to LGBTQ Studies","F18",34921,"Introduction to LGBTQ Studies - Interdisciplinary analysis of LGBTQ issues; examination of the intersections of gender and sexuality with social class, race, religion, and nationality.","SWMS",1,"AY19"
"SWMS-311","Gender Studies and the Community: Internship","F18",34923,"Gender Studies and the Community: Internship - A combination of internships in the community and an intensive;seminar on the relationship of the students in the academic;community with the larger urban community of which it is a part.","SWMS",1,"AY19"
"SWMS-410","Senior Seminar in Gender Studies","F18",34951,"Senior Seminar in Gender Studies - Study of a selected problem, period, or theme in the study of;women and men in society by integrating perspectives from;cross-cultural and interdisciplinary studies.","SWMS",1,"AY19"
"SWMS-425","Queer Los Angeles","F18",34960,"Queer Los Angeles - Interdisciplinary study of queer Los Angeles through examination of histories, memoirs, essays, fiction, poetry, documentaries, narrative films, and local archives.","SWMS",1,"AY19"
"SWMS-588","Seminar in Gay, Lesbian, Bisexual and Transgender Studies","F18",34984,"Seminar in Gay, Lesbian, Bisexual and Transgender Studies - Interdisciplinary cross-cultural, historical, psychological, sociological, and contemporary political perspectives on female and male homosexual eroticism, and the emergence of gay, lesbian, bisexual, and transgender identities.","SWMS",1,"AY19"
"TRGN-510","Basic Foundations in Translational Biomedical Informatics","F18",70080,"Basic Foundations in Translational Biomedical Informatics - Translational biomedical informatics analysis of next-generation sequencing genomic data, fundamentals, foundations, and concepts for applied analysis, human ontology, application molecular tools, basic computing.","TRGN",2,"AY19"
"TRGN-514","Introduction to Human Genomic Analysis Methods","F18",70081,"Introduction to Human Genomic Analysis Methods - Translational next generation sequencing genomics microarrays, RNA-seq, exome sequencing, annotation, transcriptome, ontology, pipelines, variants, expression, methylation.","TRGN",2,"AY19"
"TRGN-524","Applications of Genomic Technology in Biomedical Research I","F18",70085,"Applications of Genomic Technology in Biomedical Research I - Molecular biotechnology, genomics, next-generation sequencing, epigenomics, drug discovery, biomarkers, microrarrays, commercialization, microarray analysis, expression, proteomics.","TRGN",2,"AY19"
"TRGN-526","Clinical Bioinformatics in Genomic Testing","F18",70087,"Clinical Bioinformatics in Genomic Testing - Covers basic understandings of clinical bioinformatics methodologies and practices, along with the genomic technologies used for clinical diagnostic purposes.","TRGN",2,"AY19"
"TRGN-536","Biotechnology Primer","F18",70050,"Biotechnology Primer - Examination of classical and novel techniques used to explore and manipulate gene function and implications for the use of biotechnology in areas of global need. Recommended preparation: two semesters of introductory biology; two semesters of molecular biology and genetics.","TRGN",2,"AY19"
"TRGN-539","Translational Biotechnology Practicum","F18",70053,"Translational Biotechnology Practicum - Experiential training based on a project in a biomedical, biotechnology or pharmaceutical setting.","TRGN",2,"AY19"
"TRGN-540","Translational Biotechnology Capstone Preparation","F18",70054,"Translational Biotechnology Capstone Preparation - Preparation for capstone defense course.","TRGN",2,"AY19"
"TRGN-541","Translational Biotechnology Capstone Defense","F18",70055,"Translational Biotechnology Capstone Defense - Finalization and defense of capstone project.","TRGN",2,"AY19"
"TRGN-542","Biotechnology-based Therapeutics","F18",70056,"Biotechnology-based Therapeutics - Covers advanced biotechnology principles and applications.","TRGN",2,"AY19"
"TRGN-543","Biotechnology Entrepreneurship and Commercialization I","F18",70057,"Biotechnology Entrepreneurship and Commercialization I - Global biotechnology industry, idea generation, business plan formulation, intellectual property protection, funding, personnel management including board composition, regulatory body interaction, company exits.","TRGN",2,"AY19"
"VISS-501","Introduction to Visual Studies: Methods and Debates","F18",12250,"Introduction to Visual Studies: Methods and Debates - A critical introduction to the field of visual studies focusing on interdisciplinary approaches to images, objects, and visual technologies as well as key texts and interpretive debates.","VISS",1,"AY19"
"WRIT-095","Writing Tutorial","F18",66990,"Writing Tutorial - Individualized instruction in writing to support instruction in;WRIT 130 or WRIT 140. Graded CR/NC. Not available for degree;credit. Concurrent enrollment in WRIT 130 or 140.","WRIT",3,"AY19"
"WRIT-120","Introduction to College Writing","F18",64000,"Introduction to College Writing - Intensive instruction and practice in the writing process.;Focuses upon the formal conventions and conceptual expectations of;college writing, with emphasis upon the grammatical, stylistic,;and rhetorical techniques required in successful writing. Graded;CR/NC. Limited to and required of students who score below;specified level on the USC Writing Examination.","WRIT",3,"AY19"
"WRIT-150","Writing and Critical Reasoning--Thematic Approaches","F18",64200,"Writing and Critical Reasoning--Thematic Approaches - Academic writing, emphasizing analysis and argumentation, rhetorical judgment, critical reasoning, creative insight, the careful use of evidence, ethical perspectives, logical organization, stylistic and grammatical fluency. Duplicates credit in WRIT 130 and WRIT 140.","WRIT",159,"AY19"
"WRIT-340","Advanced Writing","F18",65000,"Advanced Writing - Instruction in writing for various audiences on topics related to a student's professional or disciplinary interests, with some emphasis on issues of broad public concern. Prerequisite: WRIT 130 or WRIT 150.","WRIT",141,"AY19"
"WRIT-440","Writing in Practical Contexts","F18",65504,"Writing in Practical Contexts - Advanced training in analytical and argumentative writing for particular purposes in professional and practical contexts.","WRIT",2,"AY19"
"WRIT-501A","Theory and Practice in Teaching Expository Writing","F18",66910,"Theory and Practice in Teaching Expository Writing - Pedagogical application of rhetorical and linguistic theory to teaching university-level expository writing. Accompanies supervised teaching. Limited to assistant lecturers and teaching assistants. Graded CR/NC.;;","WRIT",5,"AY19"
"ACAD-174","Innovators Forum","SP19",10200,"Innovators Forum - Leaders in diverse disciplines, industries, and the arts present and discuss problems facing society, and critique real-world projects that challenge the concept of innovation.","ACAD",1,"AY19"
"ACAD-176","Rapid Visualization","SP19",10202,"Rapid Visualization - Basic techniques, methods, concepts, tools, and materials that are used to quickly communicate ideas and concepts in a visual manner. Recommended preparation: Photoshop; iPad and/or laptop skills; iPad drawing apps such as Sketchbook or iDraw.","ACAD",1,"AY19"
"ACAD-178","Digital Toolbox: Motion Graphics","SP19",10204,"Digital Toolbox: Motion Graphics - Eight-week course covering the basics of industry-standard digital video and motion graphics software used for visual effects, non-linear video production and editing. Open only to Arts, Technology and the Business of Innovation students.","ACAD",1,"AY19"
