"course_title","semester","course","course_num","course_desc","department","N.Sections"
"LAW-551","SP19","Intellectual Property: Trademark",4507,"Intellectual Property: Trademark - Provides an introduction to trademark law, the federal trademark registration process, and the application of trademark laws in litigation.","LAW",4
"LAW-559","F18","Human Resource Compliance",4508,"Human Resource Compliance - Provides an overview of human resource related law, and various legal issues involved in the employment relationship.","LAW",4
"LAW-560","F18","Academic and Professional Skills for U.S. Law Studies I",4300,"Academic and Professional Skills for U.S. Law Studies I - Explores and develops the legal communication and analytical skills necessary to the practice of law.","LAW",1
"LAW-561A","F18","Fundamentals of Legal Writing Skills",4301,"Fundamentals of Legal Writing Skills - Explores purpose and form of legal documents and emphasizes effective communication.","LAW",2
"LAW-561B","SP19","Fundamentals of Legal Writing Skills",4303,"Fundamentals of Legal Writing Skills - Explores purpose and form of legal documents and emphasizes effective communication.","LAW",1
"LAW-563","F18","Presentation Skills for International Lawyers",4303,"Presentation Skills for International Lawyers - Explores the art of public speaking and effective communication in legal settings.","LAW",1
"LAW-564","SP19","Persuasive Advocacy",4302,"Persuasive Advocacy - Explores the communication and presentation skills necessary for persuasive legal advocacy.","LAW",1
"LAW-565","F18","U.S. Common Law Analysis and Skills",4021,"U.S. Common Law Analysis and Skills - Explores how judicial opinions interact with other sources of law and develop law in the U.S.","LAW",1
"LAW-566","SP19","Academic and Professional Skills for U.S. Law Studies II",4300,"Academic and Professional Skills for U.S. Law Studies II - Explores effective legal communication and professionalism skills.","LAW",1
"LAW-571","F18","Organizational Conflict",4040,"Organizational Conflict - Origin and types of conflicts which arise within organizations. Designing systems to prevent conflict from developing or escalating and developing a culture of collaboration and creativity.","LAW",5
"LAW-572","SU18","Practical Mediation Skills Clinic",4005,"Practical Mediation Skills Clinic - Students learn basic and advanced mediation skills, practice their skills in simulated mediations, and upon certification by the instructor, mediate in the Los Angeles Superior Court. (Note: LAW 570 must be taken prior to or concurrently with enrollment in LAW 572, unless the student has previously earned a J.D. from a U.S. law school.)","LAW",2
"LAW-572","SP19","Practical Mediation Skills Clinic",4220,"Practical Mediation Skills Clinic - Students learn basic and advanced mediation skills, practice their skills in simulated mediations, and upon certification by the instructor, mediate in the Los Angeles County courts.","LAW",2
"LAW-574","SP19","Health Care Compliance",4509,"Health Care Compliance - Provides background on about the importance of compliance for health care organizations and legal challenges facing the health care industry.","LAW",4
"LAW-579","F18","Global Regulatory Compliance",4510,"Global Regulatory Compliance - Introduction to regimes that regulate business practices on a global level and compliance of such regimes, such as Foreign Corrupt Practices Act, OECD Anti-Bribery Convention, and other regulations.","LAW",2
"LAW-579","SP19","Global Regulatory Compliance",3180,"Global Regulatory Compliance - Introduction to regimes that regulate business practices on a global level and compliance of such regimes, such as Foreign Corrupt Practices Act, OECD Anti-Bribery Convention, and other regulations.","LAW",4
"LAW-598","SU18","Regulatory Compliance",4508,"Regulatory Compliance - Provides an overview of regulatory compliance law and the ways that various organizations ensure compliance with governing laws and regulations.","LAW",4
"LAW-598","F18","Regulatory Compliance",4511,"Regulatory Compliance - Provides an overview of regulatory compliance law and the ways that various organizations ensure compliance with governing laws and regulations.","LAW",4
"LAW-598","SP19","Regulatory Compliance",4511,"Regulatory Compliance - Provides an overview of regulatory compliance law and the ways that various organizations ensure compliance with governing laws and regulations.","LAW",2
"LAW-600","F18","Taxation",3221,"Taxation - Federal tax statutes, technical issues and social problems involved in tax planning, tax litigation, and reform of the tax laws.","LAW",3
"LAW-600","SP19","Taxation",3221,"Taxation - Federal tax statutes, technical issues and social problems involved in tax planning, tax litigation, and reform of the tax laws.","LAW",4
"LAW-601","SP19","Advanced Legal Writing Practicum",3222,"Advanced Legal Writing Practicum - Requires students to draft legal documents they were not exposed to in the first-year writing course, such as client letters, demand letters, and contracts.","LAW",2
"LAW-602","F18","Criminal Procedure",3223,"Criminal Procedure - Criminal procedure in the courts, and the regulation of lawenforcement by the courts through rules of evidence andinterpretation of the Bill of Rights.","LAW",2
"LAW-602","SP19","Criminal Procedure",3223,"Criminal Procedure - Criminal procedure in the courts, and the regulation of lawenforcement by the courts through rules of evidence andinterpretation of the Bill of Rights.","LAW",7
"LAW-603","SU18","Business Organizations",4510,"Business Organizations - Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","LAW",4
"LAW-603","F18","Business Organizations",3224,"Business Organizations - Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","LAW",21
"LAW-603","SP19","Business Organizations",3224,"Business Organizations - Organization of economic activity especially the modern corporation as institutions of social power. The roles of managers, owners, and regulatory agencies in shaping processes ofdecision making.","LAW",13
