"course_title","semester","courseID","section","course_desc","department","N.Sections","year","clean_course_desc"
"Classic and Modern Statistical Methods II","SP19","PSYC-502",52663,"Classic and Modern Statistical Methods II - Classic and modern ANOVA, ANCOVA methods, multiple comparison procedures, basic multivariate methods, robust regression methods and basic methods for analyzing categorical data","PSYC",1,"AY19","Classic and Modern Statistical Methods II Classic and modern ANOVA ANCOVA methods multiple comparison procedures basic multivariate methods robust regression methods and basic methods for analyzing categorical data"
"Regression and the General Linear Model","F18","PSYC-503",52663,"Regression and the General Linear Model - Multiple regression as a tool in experimental and;non-experimental data; analysis of variance and covariance as;regression on coded variables. Computer applications. Laboratory;exercises.;","PSYC",1,"AY19","Regression and the General Linear Model Multiple regression as a tool in experimental and non experimental data analysis of variance and covariance as regression on coded variables Computer applications Laboratory exercises"
"Research Design","SP19","PSYC-504",52530,"Research Design - Intensive review of research methods in the behavioral sciences. Problem analysis, formulation of research propositions, and procedures for research inference.","PSYC",1,"AY19","Research Design Intensive review of research methods in the behavioral sciences Problem analysis formulation of research propositions and procedures for research inference"
"Research Methods in Applied Social Psychology","SU18","PSYC-505",52680,"Research Methods in Applied Social Psychology - Various research techniques that are useful in a variety of different real world settings, such as business, governmental agencies and charities. Open only to M.S., Applied Psychology students.","PSYC",2,"AY19","Research Methods in Applied Social Psychology Various research techniques that are useful in a variety of different real world settings such as business governmental agencies and charities Open only to M S Applied Psychology students"
"Research Methods in Applied Social Psychology","F18","PSYC-505",52680,"Research Methods in Applied Social Psychology - Various research techniques that are useful in a variety of different real world settings, such as business, governmental agencies and charities. Open only to M.S., Applied Psychology students.","PSYC",3,"AY19","Research Methods in Applied Social Psychology Various research techniques that are useful in a variety of different real world settings such as business governmental agencies and charities Open only to M S Applied Psychology students"
"Research Methods in Applied Social Psychology","SP19","PSYC-505",52680,"Research Methods in Applied Social Psychology - Various research techniques that are useful in a variety of different real world settings, such as business, governmental agencies and charities. Open only to M.S., Applied Psychology students.","PSYC",2,"AY19","Research Methods in Applied Social Psychology Various research techniques that are useful in a variety of different real world settings such as business governmental agencies and charities Open only to M S Applied Psychology students"
"Learning and Cognition","F18","PSYC-506",52687,"Learning and Cognition - Survey of learning theory and research, including conditioning and information-processing approaches with human and animal subjects.","PSYC",1,"AY19","Learning and Cognition Survey of learning theory and research including conditioning and information processing approaches with human and animal subjects"
"Seminar in Social Psychology","F18","PSYC-512",52686,"Seminar in Social Psychology - Problems and theories of the person in the social context. Person perception, interpersonal relations, attitude dynamics, social systems.","PSYC",1,"AY19","Seminar in Social Psychology Problems and theories of the person in the social context Person perception interpersonal relations attitude dynamics social systems"
"Clinical Assessment","F18","PSYC-515",52690,"Clinical Assessment - Study of clinical assessment: test construction, measurement and predicition of behavior, major cognitive and personality assessment instruments. (One of 4 clinical psychology core courses: 514, 515, 619, 620.);","PSYC",1,"AY19","Clinical Assessment Study of clinical assessment test construction measurement and predicition of behavior major cognitive and personality assessment instruments One of 4 clinical psychology core courses 514 515 619 620"
"Group Dynamics and Leadership","F18","PSYC-517",52799,"Group Dynamics and Leadership - Theory and research on effective teams and characteristics of strong leaders. Negotiation, morale-building, managing expectancies, utilization of cultural diversity as a strength. Open only to M.S., Applied Psychology students.","PSYC",1,"AY19","Group Dynamics and Leadership Theory and research on effective teams and characteristics of strong leaders Negotiation morale building managing expectancies utilization of cultural diversity as a strength Open only to M S Applied Psychology students"
