"course_title","all_goals","sustainability_classification"
"Political Economy of Russia and Eurasia","1,8,9,10,11,16","Inclusive"
"Formulation of U.S. Foreign Policy","1,10,12,16","Inclusive"
"International Courts and the Globalization of Law","1,5,8,9,10,13,16,17","Focused"
"The Political Economy of Autocracy","1,8,10,16","Inclusive"
"Field Study","8,10,17","Inclusive"
"Persian I","4,8,10","Inclusive"
"Persian II","8,10","Inclusive"
"Persian III","4,8,10","Inclusive"
"Introduction to Industrial and Systems Engineering","2,8,9","Inclusive"
"Solving Engineering Problems via Computer Programming","9","Inclusive"
"Probability Concepts in Engineering","9","Inclusive"
"Engineering Statistics I","9","Inclusive"
"Manufacturing Processes","8,9","Inclusive"
"Engineering Project Management","9,12,17,2,8","Inclusive"
"Six Sigma and Lean Operations","4,9","Inclusive"
"Introduction to Operations Research: Deterministic Models","11,17","Inclusive"
"Introduction to Operations Research: Stochastic Models","17","Inclusive"
"Supply Chain Design","9,11","Inclusive"
"Principles of Systems Engineering","6,9,12","Inclusive"
"Human Factors in Work Design","1,8,9,12,15","Focused"
"Facilities Design","9","Inclusive"
"Database Systems: Concepts, Design and Implementation","9","Inclusive"
"Planning and Scheduling","9,12","Inclusive"
"Statistical Quality Control","","Not Related"
"Discrete Systems Simulation","2,4,8,9","Inclusive"
"Work, Technology, and Organization","9","Inclusive"
"Engineering Economy","1,8,9","Inclusive"
"Statistics for Engineering Managers","9","Inclusive"
"Modeling for Health Policy and Medical Decision Making","1,3","Inclusive"
"Lean Operations","9,17","Inclusive"
"Health Care Operations Improvement","1,13","Focused"
"Practicum in Health Care Systems","1,9,17","Inclusive"
"Advanced Computational Design and Manufacturing","2,8,9,17","Inclusive"
"Mechatronic Systems Engineering","4,9","Inclusive"
"Inventory Systems","9,12","Inclusive"
"Advanced Production Planning and Scheduling","1,4,8,9,12,17","Inclusive"
"Design of Experiments","9,12","Inclusive"
"Quality Management for Engineers","4,8,12","Inclusive"
"Engineering Data Analytics","1,5,9,10,16","Inclusive"
"Optimization Methods for Analytics","","Not Related"
"Integrative Analytics","","Not Related"
"Linear Programming and Extensions","11","Inclusive"
"Markov Models for Performance Analysis","9","Inclusive"
"Stochastic Elements of Simulation","8,9,10","Inclusive"
"Management of Engineering Teams","4,5,8,9,10,11","Inclusive"
"Technology Development and Implementation","8,9,17","Inclusive"
"Economic Analysis of Engineering Projects","1,8,9","Inclusive"
"Value and Decision Theory","6,7","Inclusive"
"Financial Engineering","1,6,7,8,9,10","Inclusive"
"Industrial Ecology: Technology-Environment Interaction","2,6,7,8,9,12,13,14,15","Focused"
"Performance Modeling with Simulation","9","Inclusive"
"Enterprise Wide Information Systems","9,12","Inclusive"
"Strategic Management of Technology","9,12,16","Inclusive"
"Advance Design of Experiments and Quality;Engineering;;;.;.","9,12","Inclusive"
"Foundations of Stochastic Processes","","Not Related"
"Foundations of Optimization","9","Inclusive"
"Linear Programming","","Not Related"
"Network Flows and Combinatorial Optimization","8,10,15","Focused"
"Large Scale Optimization and Machine Learning","4,9","Inclusive"
"Seminar in Industrial & Systems Engineering","1,2,8,9,10,17","Inclusive"
"Italian 120 Language Practicum","4,17","Inclusive"
"Course in Reading Italian","4,8,9,10,17","Inclusive"
"Italian I","4","Inclusive"
"Italian II","","Not Related"
"Italian III","4","Inclusive"
"Italian Composition and Conversation","4","Inclusive"
"Italy Today: Youth, Family and Migration","1,4,5,8,9,10,16","Inclusive"
"Italian Cinema","1","Inclusive"
"Storytelling in the Italian Tradition","8,10","Inclusive"
"Studies in Modernity","9,11,17","Inclusive"
"Futurism and Fascism in Italy","5,10,16","Inclusive"
"Introduction to Business Information Technologies","8,9","Inclusive"
"Web Publishing","9","Inclusive"
"Introduction to Java Programming","8,9","Inclusive"
"Programming in Python","4,8,9","Inclusive"
"From Hackers to CEOs: Introduction to Information Security","1,8,12,16","Inclusive"
"Introduction to C++ Programming","","Not Related"
"Introduction to MATLAB","","Not Related"
"Tools for Digital Graphics","8,9,17","Inclusive"
"Power-Tools for Visual Communication","7,9","Inclusive"
"3-D Modeling, Animation, and Special Effects","9","Inclusive"
"Video Game Quality Assurance","8,9,10,17","Inclusive"
"Database Systems for Analytics","8,9","Inclusive"
"Applied Statistics for Analytics","9","Inclusive"
"Blockchain","8,9,10","Inclusive"
"Database Web Development","4,8,9,17","Inclusive"
"Interactive Web Development","8,9,17","Inclusive"
"Advanced Web Publishing","9","Inclusive"
"Full-Stack Web Development","8,9,17","Inclusive"
"Computer-Aided Design for Bio-Mechanical Systems","7,9","Inclusive"
"Design for User Experience","9","Inclusive"
"Using GIS Technology for Social Impact","1,8,9","Inclusive"
"Ethical Hacking and Systems Defense","9,12","Inclusive"
"App Development for Phones and Tablets","8,9,17","Inclusive"
"Mobile Application Development","8,9,17","Inclusive"
"Advanced Topics in Mobile App Development","1,8,9,17","Inclusive"
"Technologies and Practices for Analytics","9","Inclusive"
"Enterprise Network Design","9","Inclusive"
"Managing Data in C++","9,15","Focused"
"Programming Graphical User Interfaces","9","Inclusive"
"Information Security Management","1,9,11","Inclusive"
"Digital Forensics","4,11,15","Focused"
"Video Game Programming","9","Inclusive"
"Mobile Game Programming","9","Inclusive"
"Video Game Design Documents","9","Inclusive"
"Modern Technologies of Web Development","4,8,9,17","Inclusive"
"Professional Applications and Frameworks in Web Development","8,9,17","Inclusive"
"Multimedia and Video Production","9","Inclusive"
"3-D Design and Prototyping","2,8,9","Inclusive"
"Configuring Enterprise Resource Planning Systems","8,9,12","Inclusive"
"Professional C++","9","Inclusive"
"Macintosh, OSX, and iOS Forensics","","Not Related"
"Mobile Device Security and Forensics","1","Inclusive"
"Data Mining: Descriptive and Predictive","","Not Related"
"Enterprise Resource Planning, Design, and Implementation","9,12","Inclusive"
"Web Application Project","1,9,17","Inclusive"
"Building the High Tech Startup","8,9,17","Inclusive"
"Information Technology Practicum","9,17","Inclusive"
"Advanced Digital Forensics","9","Inclusive"
"Technologies for Interactive Marketing","8,9,11,12,14,15,17","Focused"
"Cyber Law and Privacy","","Not Related"
"Engineering Database Applications","9,12","Inclusive"
"Programming Game Engines","9","Inclusive"
"Data Warehouses","","Not Related"
"Managing Supply Chains with Advanced Planning & Optimization","2,8,9,10,11,12","Inclusive"
"In-Memory Database Systems for Real Time Analytics","9","Inclusive"
"The Startup Launchpad Lab","9","Inclusive"
"The Power and Responsibility of the Press","1,4,7,8,9","Inclusive"
"Culture of Journalism: Past, Present and Future","1,8,9,11,16","Inclusive"
"Journalism Practicum","17","Inclusive"
"Reporting and Writing I","2,17","Inclusive"
"Media Law and Ethics","16","Inclusive"
"Basics of News Production for Non-Majors","9","Inclusive"
"Reporting and Writing II","2,9,11,17","Inclusive"
"Introduction to Coding for Storytelling","2,9","Inclusive"
"Visual Journalism","9","Inclusive"
"Data Journalism","9","Inclusive"
"Creating your Digital Footprint and Brand","1,8,9,13","Focused"
"Photojournalism","9","Inclusive"
"Introduction to Sports Media","","Not Related"
"Engaging Diverse Communities","2,9,11,16,17","Inclusive"
"The Image of the Journalist in Popular Culture","11","Inclusive"
"Sports, Business and Media in Today's Society","8,9,11","Inclusive"
"Entertainment, Business and Media in Today's Society","8,9","Inclusive"
"Advanced Television Reporting","9,10","Inclusive"
"Television News Production","9,12","Inclusive"
"Produce and Host Sports Content in Studio A","2,9","Inclusive"
"Non-Fiction Television","9,12,17","Inclusive"
"Social Media Storytelling for Latino Audiences","1,10,11","Inclusive"
"Advanced Media Law in the Digital Age","9,12,16","Inclusive"
"Radio Storytelling and Podcasts","17","Inclusive"
"Broadcast and Digital Writing for Video and Audio for Non-Ma","2,17","Inclusive"
"Advanced Digital Media Storytelling","9","Inclusive"
"Visual Journalism for Non-Majors","","Not Related"
"Writing the Film Review","17","Inclusive"
"Sports Commentary","17","Inclusive"
"Writing Magazine Non-Fiction","5,10,17","Inclusive"
"Sports Reporting","1,8,9","Inclusive"
"Arts Reporting","9,17","Inclusive"
"Government and Public Affairs Reporting","1,4,10,16","Inclusive"
"Media, Food and Culture","2,11","Inclusive"
"Social Responsibility of the News Media","1,8,11,13","Focused"
"Law of Mass Communication","9","Inclusive"
"Gender and the News Media","1,5,10","Inclusive"
"Money, Markets and Media","1,8,9,11,17","Inclusive"
"Strategies for Monetizing New Media","2,7,8,9,12,13,15,17","Focused"
"Print and Digital Design for 21st Century Storytelling","9","Inclusive"
"Reporting Urban Affairs","1,9,11,17","Inclusive"
"Sports and Media Technology","8,9","Inclusive"
"The Athlete, Sports Media and Popular Culture","1,5,10,11","Inclusive"
"Comparative Media in Europe","","Not Related"
"Negotiating and Reporting Global Change","1,8,9,13,16","Focused"
"Hands-on Disruption: Experimenting with Emerging;Technology","9","Inclusive"
"Python Coding for Data Journalism","4","Inclusive"
"The Practice: Journalism's Evolution as a Profession","9,11","Inclusive"
"Special Assignment Reporting","8,9,11,17","Inclusive"
"Advanced Writing and Reporting for Magazine and the Web","9,17","Inclusive"
"Documentary Pre-Production","1,4,5,9,10,12,17","Inclusive"
"Video Documentary Production","5,8,9,10,17","Inclusive"
"Public Radio Reporting","17","Inclusive"
"Public Radio Documentary","9,17","Inclusive"
"Summer Digital Journalism Immersion","9","Inclusive"
"Fall Digital Journalism Immersion","1,2","Inclusive"
"Introduction to Investigative Reporting","11,12","Inclusive"
"Foreign Reporting","9","Inclusive"
"News, Numbers and Introduction to Data Journalism","9","Inclusive"
"Navigating the Media Marketplace","1,8,9,17","Inclusive"
"Television Reporting and Production","9,10,17","Inclusive"
"Coding and Programming for Storytelling","9","Inclusive"
"Advanced Coding for Creative Storytelling","9","Inclusive"
"Seminar in Mass Communication Law","9,17","Inclusive"
"Fundamentals of Data Journalism Reporting","9","Inclusive"
"21st Century Sports Storytelling","17","Inclusive"
"Reporting on Entertainment and Popular Culture","11","Inclusive"
"Sports and Society","","Not Related"
"Converged Media Center","9","Inclusive"
"Journalism Internship","","Not Related"
"Specialized Journalism: Reporting Decisions","9","Inclusive"
"Specialized Reporting: Religion","1,4,5,10,16,17","Inclusive"
"Arts Writing Practicum","17","Inclusive"
"Arts Journalism: Storytelling and Production","9,17","Inclusive"
"Arts Criticism and Commentary","8,9,11,17","Inclusive"
"Critical Thinking: The Art and Science of Not Getting Fooled","4,17","Inclusive"
"Journalism Capstone Project","9,17","Inclusive"
"Jewish History","9,11","Inclusive"
"Judaism","11","Inclusive"
"The Holocaust","11,12","Inclusive"
"Food, Faith and Conflict","1,2,5,10,16","Inclusive"
"American Jewish History","5,10,11,16","Inclusive"
"Holy War And History: Jews, Christians, Muslims","5,10,11,16,17","Inclusive"
"Anti-Semitism, Racism and Other Hatreds","1,5,10,11,16","Inclusive"
"Blacks and Jews: Conflicts and Alliances","5,10,11,16","Inclusive"
"Digs and Dispute: Religion and Archaeology in Israel","5,7,11","Inclusive"
"Culture and Society in Israel: Inventing the Dream","1,11","Inclusive"
"Latin I","4","Inclusive"
"Latin II","4","Inclusive"
"Latin III","4","Inclusive"
"Law and the U.S. Constitution in Global History","8,11,13,16","Focused"
"Law and Society","10,11,16","Inclusive"
"The Legal Profession","","Not Related"
"Children and Law","","Not Related"
"Concepts in American Law","1,8,9,11","Inclusive"
"Law, Slavery, and Race","5,8,9,10,11,16,17","Inclusive"
"Law and Entrepreneurship","1,4,8,9,10,13,17","Focused"
"Psychology and Law","5,10","Inclusive"
"Mental Health Law","1,8,12,16","Inclusive"
"Law and Psychology: Examining the Criminal Justice Process","2,10,16,17","Inclusive"
"Law, Atrocity Crimes and Transitional Justice","5,10,11,16","Inclusive"
"Procedure I","","Not Related"
"Contracts","","Not Related"
"Criminal Law","10,16","Inclusive"
"Legal Profession","9,10,11","Inclusive"
"Property","1,2,6,8,9,12,15,16","Focused"
"Constitutional Law: Structure","16","Inclusive"
"Torts I","1,9,12,13","Focused"
"Legal Research","17","Inclusive"
"Legal Writing","9,17","Inclusive"
"Legal Research, Writing, and Advocacy I","8,9,10,16,17","Inclusive"
"Legal Research, Writing, and Advocacy II","8,9,10,16,17","Inclusive"
"Introduction to U.S. Legal System","7,9","Inclusive"
"Topics in American Law","16","Inclusive"
"Entertainment Law and Industry","9","Inclusive"
"Intellectual Property: Copyright","9","Inclusive"
"Constitutional Law","16,8,9,17","Inclusive"
"Fundamental Business Principles","8,9","Inclusive"
"Ethical Issues for Public Interest, Government;and Criminal Lawyers","10,12,16","Inclusive"
"Constitutional Law: Rights","10,16","Inclusive"
"Business Law Digest","8,9","Inclusive"
"Intellectual Property: Trademark","","Not Related"
"Human Resource Compliance","1,4,8,9,10","Inclusive"
"Academic and Professional Skills for U.S. Law Studies I","9","Inclusive"
"Fundamentals of Legal Writing Skills","9,17","Inclusive"
"Presentation Skills for International Lawyers","9","Inclusive"
"Persuasive Advocacy","9,10,16","Inclusive"
"U.S. Common Law Analysis and Skills","","Not Related"
"Academic and Professional Skills for U.S. Law Studies II","9","Inclusive"
"Organizational Conflict","9,11","Inclusive"
"Practical Mediation Skills Clinic","4,9","Inclusive"
"Health Care Compliance","1,9","Inclusive"
"Global Regulatory Compliance","8,9,13,16","Focused"
"Regulatory Compliance","","Not Related"
"Taxation","1,9,12","Inclusive"
"Advanced Legal Writing Practicum","9,17","Inclusive"
"Criminal Procedure","16","Inclusive"
"Business Organizations","1,7,8,9","Inclusive"
"Real Estate Transactions Problems","8","Inclusive"
"Real Estate Law and Business I (Transactions)","1,2,8,9,10,15","Focused"
"Land Use Controls","2,6,7,8,9,12,13,14,15","Focused"
"Gifts, Wills, and Trusts","8","Inclusive"
"Evidence","1,15","Focused"
"California Civil Procedure","10","Inclusive"
"Corporate Governance","1,8,11,17","Inclusive"
"Accounting for Lawyers","8,9,10,17","Inclusive"
"Election Law","","Not Related"
"Money in Politics","8,9,10,16,17","Inclusive"
"Family Law","1,5,7,10","Inclusive"
"Remedies","8,9","Inclusive"
"Business Planning","8,9,12","Inclusive"
"Real Estate Problems","8","Inclusive"
"Mediation Clinic I","","Not Related"
"Mediation Clinic II","","Not Related"
"Business for Lawyers","4,8,9","Inclusive"
"Business Principles in Law","8,9","Inclusive"
"Legal Analysis of Evidence","","Not Related"
"Employment Discrimination Law","1,4,5,8,9,10,16","Inclusive"
"Labor Law","8,9","Inclusive"
"International Trade Policy","1,8,9","Inclusive"
"Secured Transactions","","Not Related"
"Corporate Taxation","1,8,9","Inclusive"
"Transactional Practice - The Syndicated Loan Agreement","1,8,10","Inclusive"
"Bankruptcy: Debtors and Creditors I","1,8,9","Inclusive"
"Topics in Entertainment Law","","Not Related"
"Insurance","1,8","Inclusive"
"Entertainment Law","9,16","Inclusive"
"Computer Crime Law","1,16","Inclusive"
