SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
50834,LAS,ASTR-200,51,0,0,Life in the Universe,L,,Y,14:00,15:50,MW,5,,,ONLINE,5,"Survey of the prospects for life in our solar system and beyond, based on the evolution of life on Earth."
50850,LAS,ASTR-490,50,2,8,Directed Research,CL,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
13004,LAS,BISC-120,50,4,4,General Biology: Organismal Biology and Evolution,C,,Y,10:00,12:05,MTWH,7,,"Ghittoni, Raffaella",ZHS163,7,In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.
,,,,,,,,,,,,,,,"Sigurdsen, Trond, P.",,,
13005,LAS,BISC-120,50,0,0,General Biology: Organismal Biology and Evolution,L,,Y,13:00,15:50,TH,7,,,ZHS363,7,In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.
13006,LAS,BISC-120,50,0,0,General Biology: Organismal Biology and Evolution,L,,N,13:00,15:50,TH,0,,,ZHS365,0,In-depth survey of key topics related to advances in our knowledge of the diversity of life and evolution; origin of life; eukaryotes/prokaryotes; ecology.
13523,LAS,BISC-312,50,4,4,Molecular Biochemistry,C,,Y,7:55,10:00,MTWH,11,,"Castro, Nancy, E",ONLINE,11,"Structure and function of biological macromolecules; major metabolic pathways including glycolysis and photosynthesis. DNA replication, repair, and recombination; gene expression, regulation and epigenetics."
13490,LAS,BISC-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,"Bancroft, Christa, Tobey",OFFICE,0,Individual research and readings. Not available for graduate credit.
13596,LAS,BISC-596,59,1,1,Internship for Curricular Practical Training,C,,Y,TBA,TBA,,0,,"Moffett, James, Wylie",OFFICE,0,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program w"
,,,,,,,,,,,,,,,,,,ith a cumulative 3.0 GPA.
,,,,,,,,,,,,,,,"Ehrenreich, Ian",,,
17205,LAS,CHEM-105A,110,4,4,General Chemistry,C,A,Y,9:00,11:30,MTWH,3,,,GFS106,3,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17211,LAS,CHEM-105A,110,0,0,General Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM136A/B,0,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17209,LAS,CHEM-105A,110,0,0,General Chemistry,L,,Y,13:00,15:50,TWH,0,,,SGM136A/B,0,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17208,LAS,CHEM-105A,110,0,0,General Chemistry,L,A,Y,13:00,15:50,TWH,4,,,SGM136A/B,4,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17210,LAS,CHEM-105A,110,0,0,General Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM136A/B,0,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17207,LAS,CHEM-105A,110,0,0,General Chemistry,Q,A,Y,12:00,12:50,M,3,,,GFS106,3,"Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures. Prerequisite to all more advanced courses in chemistry. Lecture, 3 hours; laboratory and discussion, 4 hours. Quiz, 1 hour."
17215,LAS,CHEM-105B,119,4,4,General Chemistry,C,,Y,9:00,11:30,MTWH,13,,,GFS106,13,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17221,LAS,CHEM-105B,119,0,0,General Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM136A/B,0,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17220,LAS,CHEM-105B,119,0,0,General Chemistry,L,,Y,13:00,15:50,TWH,0,,,SGM136A/B,0,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17222,LAS,CHEM-105B,119,0,0,General Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM136A/B,0,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17219,LAS,CHEM-105B,119,0,0,General Chemistry,L,,Y,13:00,15:50,TWH,1,,,SGM136A/B,1,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17218,LAS,CHEM-105B,119,0,0,General Chemistry,L,,Y,13:00,15:50,TWH,12,,,SGM136A/B,12,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17217,LAS,CHEM-105B,119,0,0,General Chemistry,Q,,Y,12:00,12:50,M,13,,,GFS106,13,Fundamental principles and laws of chemistry; laboratory work emphasizes quantitative procedures.
17240,LAS,CHEM-322A,110,4,4,Organic Chemistry,C,,Y,9:00,11:30,TWH,9,,,GFS101,9,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
,,,,,,,,,,10:15,12:45,M,,,,GFS101,,
17243,LAS,CHEM-322A,110,0,0,Organic Chemistry,D,,Y,12:00,12:50,TWH,9,,,GFS101,9,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17247,LAS,CHEM-322A,110,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17245,LAS,CHEM-322A,110,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17248,LAS,CHEM-322A,110,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17244,LAS,CHEM-322A,110,0,0,Organic Chemistry,L,,Y,13:00,15:50,TWH,10,,,SGM207,10,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17246,LAS,CHEM-322A,110,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17242,LAS,CHEM-322A,110,0,0,Organic Chemistry,Q,,Y,9:00,10:00,M,9,,,GFS101,9,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17250,LAS,CHEM-322B,119,4,4,Organic Chemistry,C,,Y,9:00,11:30,TWH,7,,,GFS101,7,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
,,,,,,,,,,10:15,12:45,M,,,,GFS101,,
17253,LAS,CHEM-322B,119,0,0,Organic Chemistry,D,,Y,12:00,12:50,TWH,7,,,GFS101,7,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17254,LAS,CHEM-322B,119,0,0,Organic Chemistry,L,,Y,13:00,15:50,TWH,8,,,SGM207,8,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17255,LAS,CHEM-322B,119,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17257,LAS,CHEM-322B,119,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17258,LAS,CHEM-322B,119,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17256,LAS,CHEM-322B,119,0,0,Organic Chemistry,L,,N,13:00,15:50,TWH,0,,,SGM207,0,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17252,LAS,CHEM-322B,119,0,0,Organic Chemistry,Q,,Y,9:00,10:00,M,7,,,GFS101,7,Chemistry of the carbon compounds of the aliphatic and aromatic series; laboratory preparation of typical compounds of both series.
17260,LAS,CHEM-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
17278,LAS,CHEM-596,59,1,1,Internship for Curricular Practical Training,C,,Y,TBA,TBA,,1,,,OFFICE,1,"Part-time or full-time, practical work experience in the student's field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program."
22070,LAS,COLT-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,"Gutierrez-Albilla, Julian",OFFICE,0,Individual research and readings. Not available for graduate credit.
63628,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Elefano, Antonio, Coronel",CPA100,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63644,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Clark, David, James",CPA256,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63581,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Gray, Darin, Michael",CPA150,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63582,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Matchison, Lauren",CPA156,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63584,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Fox, Glenn",THH210,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63607,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Mastro, Tara",WPH207,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63655,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Campbell, Dave",CPA101,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63651,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Hannigan, Charlie",CPA152,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63653,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Morr, Nick",THH118,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63652,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Dimario, Anthony, Joseph",CPA210,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63654,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Withers, Mellissa",CPA200,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Wipfli, Heather, Lynn",,,
63640,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,,CPA151,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63611,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Becker, Douglas, John",THH212,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63613,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Foster, Amber",THH115,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"McNiff, P.T.",,,
63617,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Steel, Zachary",THH116,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
,,,,,,,,,,,,,,,,,,sciences.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
63616,LAS,CORE-195,688,3,3,Summer Seminar,C,,Y,9:00,16:00,MTWHF,0,,"Mulick, Michael, J.",CPA255,0,An honors course for high school students in summer; each section
,,,,,,,,,,,,,,,,,,"focuses on a topic in the arts or humanities, social or natural"
